datetime,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,lag_1,lag_2,lag_3,lag_24,lag_48,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168
2011-01-08 19:00:00,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.36,0.2537,30,55.0,69.0,76.0,95.0,163.0,84.0,43.5,34.1429221132988,59.517857142857146
2011-01-08 20:00:00,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.36,0.2537,28,30.0,55.0,69.0,51.0,112.0,94.0,40.791666666666664,32.41440791653791,59.19642857142857
2011-01-08 21:00:00,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.39,0.3582,37,28.0,30.0,55.0,39.0,69.0,106.0,39.833333333333336,32.439464246188095,58.80357142857143
2011-01-08 22:00:00,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.36,0.3881,34,37.0,28.0,30.0,36.0,48.0,110.0,39.75,32.44426659338464,58.392857142857146
2011-01-08 23:00:00,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.39,0.4478,22,34.0,37.0,28.0,15.0,52.0,93.0,39.666666666666664,32.456883327921744,57.94047619047619
2011-01-09 00:00:00,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.42,0.3881,25,22.0,34.0,37.0,25.0,23.0,67.0,39.958333333333336,32.256417179770104,57.517857142857146
2011-01-09 01:00:00,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.42,0.4627,12,25.0,22.0,34.0,16.0,17.0,35.0,39.958333333333336,32.256417179770104,57.267857142857146
2011-01-09 02:00:00,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.46,0.4627,11,12.0,25.0,22.0,16.0,7.0,37.0,39.791666666666664,32.39562392168683,57.13095238095238
2011-01-09 03:00:00,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.46,0.4179,4,11.0,12.0,25.0,7.0,1.0,36.0,39.583333333333336,32.57088145630366,56.976190476190474
2011-01-09 04:00:00,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.53,0.194,1,4.0,11.0,12.0,1.0,1.0,34.0,39.458333333333336,32.706839022451945,56.785714285714285
2011-01-09 05:00:00,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.53,0.194,1,1.0,4.0,11.0,5.0,5.0,28.0,39.458333333333336,32.706839022451945,56.589285714285715
2011-01-09 06:00:00,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.49,0.2836,1,1.0,1.0,4.0,2.0,34.0,39.0,39.291666666666664,32.899688338244616,56.42857142857143
2011-01-09 07:00:00,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.53,0.194,6,1.0,1.0,1.0,9.0,84.0,17.0,39.25,32.94956620417762,56.20238095238095
2011-01-09 08:00:00,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.49,0.2836,10,6.0,1.0,1.0,15.0,210.0,17.0,39.125,33.074767079925294,56.13690476190476
2011-01-09 09:00:00,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.46,0.5224,19,10.0,6.0,1.0,20.0,134.0,9.0,38.916666666666664,33.24862424962512,56.095238095238095
2011-01-09 10:00:00,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.43,0.3881,49,19.0,10.0,6.0,61.0,63.0,6.0,38.875,33.273977951180676,56.154761904761905
2011-01-09 11:00:00,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.4,0.5224,49,49.0,19.0,10.0,62.0,67.0,3.0,38.375,33.01621801742166,56.410714285714285
2011-01-09 12:00:00,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.37,0.4478,83,49.0,49.0,19.0,98.0,59.0,2.0,37.833333333333336,32.71705666928881,56.68452380952381
2011-01-09 13:00:00,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.34,0.4478,75,83.0,49.0,49.0,102.0,73.0,1.0,37.208333333333336,31.643364805783374,57.166666666666664
2011-01-09 14:00:00,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.32,0.4627,72,75.0,83.0,49.0,95.0,50.0,8.0,36.083333333333336,29.657342615522694,57.607142857142854
2011-01-09 15:00:00,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.35,0.3582,82,72.0,75.0,83.0,74.0,72.0,20.0,35.125,27.9958265523244,57.98809523809524
2011-01-09 16:00:00,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.34,0.4478,92,82.0,72.0,75.0,76.0,87.0,53.0,35.458333333333336,28.521508537862577,58.357142857142854
2011-01-09 17:00:00,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.37,0.3881,62,92.0,82.0,72.0,69.0,187.0,70.0,36.125,29.674044433536253,58.589285714285715
2011-01-09 18:00:00,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.4,0.3284,48,62.0,92.0,82.0,55.0,123.0,93.0,35.833333333333336,29.369707355452714,58.541666666666664
2011-01-09 19:00:00,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.43,0.3284,41,48.0,62.0,92.0,30.0,95.0,75.0,35.541666666666664,29.20538837517716,58.273809523809526
2011-01-09 20:00:00,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.46,0.2537,38,41.0,48.0,62.0,28.0,51.0,59.0,36.0,29.200952932634213,58.07142857142857
2011-01-09 21:00:00,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.46,0.4179,20,38.0,41.0,48.0,37.0,39.0,74.0,36.416666666666664,29.153143863080274,57.94642857142857
2011-01-09 22:00:00,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.46,0.2985,15,20.0,38.0,41.0,34.0,36.0,76.0,35.708333333333336,29.34425233205886,57.625
2011-01-09 23:00:00,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.5,0.194,6,15.0,20.0,38.0,22.0,15.0,65.0,34.916666666666664,29.647078698622643,57.26190476190476
2011-01-10 00:00:00,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.5,0.2836,5,6.0,15.0,20.0,25.0,25.0,53.0,34.25,30.12618390240863,56.910714285714285
2011-01-10 01:00:00,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,5.0,6.0,15.0,12.0,16.0,30.0,33.416666666666664,30.664973173152305,56.625
2011-01-10 02:00:00,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.5,0.2239,3,1.0,5.0,6.0,11.0,16.0,22.0,32.958333333333336,31.07841298430784,56.45238095238095
2011-01-10 03:00:00,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.5,0.2239,1,3.0,1.0,5.0,4.0,7.0,31.0,32.625,31.365742181697236,56.339285714285715
2011-01-10 04:00:00,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.54,0.1343,3,1.0,3.0,1.0,1.0,1.0,9.0,32.5,31.490509267286377,56.160714285714285
2011-01-10 05:00:00,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.54,0.2537,3,3.0,1.0,3.0,1.0,5.0,8.0,32.583333333333336,31.406059601773517,56.125
2011-01-10 06:00:00,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.5,0.2836,31,3.0,3.0,1.0,1.0,2.0,5.0,32.666666666666664,31.321150884883345,56.095238095238095
2011-01-10 07:00:00,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.5,0.2239,77,31.0,3.0,3.0,6.0,9.0,2.0,33.916666666666664,30.59257748378608,56.25
2011-01-10 08:00:00,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.5,0.2836,188,77.0,31.0,3.0,10.0,15.0,1.0,36.875,31.202442072766576,56.69642857142857
2011-01-10 09:00:00,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.5,0.2537,94,188.0,77.0,31.0,19.0,20.0,3.0,44.291666666666664,43.33336817166946,57.80952380952381
2011-01-10 10:00:00,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.5,0.2985,31,94.0,188.0,77.0,49.0,61.0,30.0,47.416666666666664,44.12720413676288,58.351190476190474
2011-01-10 11:00:00,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.47,0.2836,30,31.0,94.0,188.0,49.0,62.0,64.0,46.666666666666664,44.25191390276784,58.357142857142854
2011-01-10 12:00:00,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.4,0.2836,52,30.0,31.0,94.0,83.0,98.0,154.0,45.875,44.37813063053553,58.154761904761905
2011-01-10 13:00:00,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.4,0.2836,54,52.0,30.0,31.0,75.0,102.0,88.0,44.583333333333336,43.69649937890931,57.54761904761905
2011-01-10 14:00:00,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.4,0.2239,47,54.0,52.0,30.0,72.0,95.0,44.0,43.708333333333336,43.26910652775432,57.345238095238095
2011-01-10 15:00:00,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.4,0.2239,45,47.0,54.0,52.0,82.0,74.0,51.0,42.666666666666664,42.857363698533916,57.36309523809524
2011-01-10 16:00:00,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.4,0.1343,74,45.0,47.0,54.0,92.0,76.0,61.0,41.125,42.03860803139654,57.32738095238095
2011-01-10 17:00:00,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.4,0.1045,178,74.0,45.0,47.0,62.0,69.0,61.0,40.375,41.244564859321635,57.404761904761905
2011-01-10 18:00:00,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.4,0.2239,155,178.0,74.0,45.0,48.0,55.0,77.0,45.208333333333336,49.79870713064813,58.101190476190474
2011-01-10 19:00:00,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.47,0.1642,95,155.0,178.0,74.0,41.0,30.0,72.0,49.666666666666664,54.616183830728154,58.56547619047619
2011-01-10 20:00:00,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.5,0.1642,74,95.0,155.0,178.0,38.0,28.0,76.0,51.916666666666664,55.35098810371842,58.70238095238095
2011-01-10 21:00:00,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.59,0.194,38,74.0,95.0,155.0,20.0,37.0,157.0,53.416666666666664,55.4451681092832,58.69047619047619
2011-01-10 22:00:00,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.59,0.1642,24,38.0,74.0,95.0,15.0,34.0,157.0,54.166666666666664,55.094122362014154,57.982142857142854
2011-01-10 23:00:00,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.59,0.1642,18,24.0,38.0,74.0,6.0,22.0,110.0,54.541666666666664,54.84601302672368,57.19047619047619
2011-01-11 00:00:00,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.59,0.1045,12,18.0,24.0,38.0,5.0,25.0,52.0,55.041666666666664,54.43742252361422,56.642857142857146
2011-01-11 01:00:00,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.59,0.1642,3,12.0,18.0,24.0,1.0,12.0,52.0,55.333333333333336,54.175774039266216,56.404761904761905
2011-01-11 02:00:00,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.55,0.194,3,3.0,12.0,18.0,3.0,11.0,20.0,55.416666666666664,54.09003497926378,56.11309523809524
2011-01-11 05:00:00,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.55,0.1343,6,3.0,3.0,12.0,1.0,4.0,12.0,55.416666666666664,54.09003497926378,56.01190476190476
2011-01-11 06:00:00,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.55,0.1343,27,6.0,3.0,3.0,3.0,1.0,5.0,55.625,53.88055428848881,55.976190476190474
2011-01-11 07:00:00,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.55,0.0,99,27.0,6.0,3.0,3.0,1.0,2.0,56.625,53.078131499500515,56.107142857142854
2011-01-11 08:00:00,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.51,0.0896,217,99.0,27.0,6.0,31.0,1.0,1.0,60.625,52.47509761367982,56.68452380952381
2011-01-11 09:00:00,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.51,0.1642,130,217.0,99.0,27.0,77.0,6.0,2.0,68.375,60.95886888429101,57.970238095238095
2011-01-11 10:00:00,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.51,0.1642,54,130.0,217.0,99.0,188.0,10.0,4.0,70.58333333333333,62.231626704745956,58.732142857142854
2011-01-11 11:00:00,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.47,0.1343,35,54.0,130.0,217.0,94.0,19.0,36.0,65.0,57.03317112607067,59.029761904761905
2011-01-11 12:00:00,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.51,0.1045,57,35.0,54.0,130.0,31.0,49.0,94.0,62.541666666666664,57.00036549590428,59.023809523809526
2011-01-11 13:00:00,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.59,0.0896,52,57.0,35.0,54.0,30.0,49.0,179.0,63.625,56.620638808922344,58.80357142857143
2011-01-11 14:00:00,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.59,0.0896,63,52.0,57.0,35.0,52.0,83.0,100.0,64.54166666666667,56.22932792449674,58.04761904761905
2011-01-11 15:00:00,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.8,0.0896,47,63.0,52.0,57.0,54.0,75.0,42.0,65.0,56.16745150614954,57.82738095238095
2011-01-11 16:00:00,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.86,0.2239,76,47.0,63.0,52.0,47.0,72.0,57.0,64.70833333333333,56.245176926881825,57.857142857142854
2011-01-11 17:00:00,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.86,0.2239,136,76.0,47.0,63.0,45.0,82.0,78.0,65.91666666666667,56.15964562834649,57.970238095238095
2011-01-11 18:00:00,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.93,0.1045,95,136.0,76.0,47.0,74.0,92.0,97.0,69.70833333333333,57.73588980014512,58.31547619047619
2011-01-11 19:00:00,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.93,0.0,51,95.0,136.0,76.0,178.0,62.0,63.0,70.58333333333333,57.962444112858456,58.30357142857143
2011-01-11 20:00:00,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.93,0.194,32,51.0,95.0,136.0,155.0,48.0,65.0,65.29166666666667,53.34259996489204,58.232142857142854
2011-01-11 21:00:00,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.86,0.0896,20,32.0,51.0,95.0,95.0,41.0,83.0,60.166666666666664,50.16292296686586,58.035714285714285
2011-01-11 22:00:00,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.93,0.1045,29,20.0,32.0,51.0,74.0,38.0,212.0,57.041666666666664,50.234648675353945,57.660714285714285
2011-01-11 23:00:00,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.93,0.0896,19,29.0,20.0,32.0,38.0,20.0,182.0,55.166666666666664,50.41365124531317,56.57142857142857
2011-01-12 00:00:00,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.86,0.0896,7,19.0,29.0,20.0,24.0,15.0,112.0,54.375,50.84230735707529,55.601190476190474
2011-01-12 01:00:00,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.86,0.1045,6,7.0,19.0,29.0,18.0,6.0,54.0,53.666666666666664,51.39926125900082,54.976190476190474
2011-01-12 02:00:00,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.86,0.1343,1,6.0,7.0,19.0,12.0,5.0,48.0,53.166666666666664,51.81796454199422,54.69047619047619
2011-01-12 05:00:00,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.86,0.1642,5,1.0,6.0,7.0,3.0,1.0,35.0,52.708333333333336,52.24480766101297,54.410714285714285
2011-01-12 06:00:00,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.93,0.1343,16,5.0,1.0,6.0,3.0,3.0,11.0,52.791666666666664,52.16360480897265,54.232142857142854
2011-01-12 07:00:00,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.69,0.1343,54,16.0,5.0,1.0,6.0,1.0,6.0,53.333333333333336,51.689429300866564,54.26190476190476
2011-01-12 08:00:00,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.59,0.1642,128,54.0,16.0,5.0,27.0,3.0,6.0,55.333333333333336,50.697454413983934,54.54761904761905
2011-01-12 09:00:00,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.59,0.3284,81,128.0,54.0,16.0,99.0,3.0,2.0,59.541666666666664,52.406421085726706,55.273809523809526
2011-01-12 10:00:00,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.55,0.2239,39,81.0,128.0,54.0,217.0,31.0,2.0,58.791666666666664,51.943932287123616,55.74404761904762
2011-01-12 11:00:00,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.51,0.3881,35,39.0,81.0,128.0,130.0,77.0,3.0,51.375,39.61753289950658,55.964285714285715
2011-01-12 12:00:00,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.47,0.5821,55,35.0,39.0,81.0,54.0,188.0,33.0,47.416666666666664,36.0011070683241,56.154761904761905
2011-01-12 13:00:00,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.44,0.3582,49,55.0,35.0,39.0,35.0,94.0,88.0,47.458333333333336,36.00963538526485,56.285714285714285
2011-01-12 14:00:00,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.47,0.3284,44,49.0,55.0,35.0,57.0,31.0,195.0,48.041666666666664,35.912307647653584,56.05357142857143
2011-01-12 15:00:00,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.47,0.4179,49,44.0,49.0,55.0,52.0,30.0,115.0,47.5,35.869328062457235,55.154761904761905
2011-01-12 16:00:00,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.44,0.3284,68,49.0,44.0,49.0,63.0,52.0,57.0,47.375,35.858189895876,54.76190476190476
2011-01-12 17:00:00,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.47,0.3582,139,68.0,49.0,44.0,47.0,54.0,46.0,47.583333333333336,35.967275786973914,54.82738095238095
2011-01-12 18:00:00,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.47,0.5224,137,139.0,68.0,49.0,76.0,47.0,79.0,51.416666666666664,40.51721766775503,55.38095238095238
2011-01-12 19:00:00,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.47,0.4179,83,137.0,139.0,68.0,136.0,45.0,71.0,53.958333333333336,43.89857793741779,55.726190476190474
2011-01-12 20:00:00,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.5,0.3284,56,83.0,137.0,139.0,95.0,74.0,62.0,51.75,40.816929565199324,55.79761904761905
2011-01-12 21:00:00,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.55,0.3284,57,56.0,83.0,137.0,51.0,178.0,62.0,50.125,39.78344914769161,55.76190476190476
2011-01-12 22:00:00,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.55,0.4478,33,57.0,56.0,83.0,32.0,155.0,89.0,50.375,39.80803119756232,55.732142857142854
2011-01-12 23:00:00,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.59,0.4179,20,33.0,57.0,56.0,20.0,95.0,190.0,50.416666666666664,39.78848059936199,55.398809523809526
2011-01-13 00:00:00,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.59,0.2836,7,20.0,33.0,57.0,29.0,74.0,169.0,50.416666666666664,39.78848059936199,54.38690476190476
2011-01-13 01:00:00,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.5,0.2836,2,7.0,20.0,33.0,19.0,38.0,132.0,49.5,40.549486674497196,53.42261904761905
2011-01-13 02:00:00,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.5,0.3582,2,2.0,7.0,20.0,7.0,24.0,89.0,48.791666666666664,41.2479028891607,52.648809523809526
2011-01-13 03:00:00,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.5,0.3284,3,2.0,2.0,7.0,6.0,18.0,43.0,48.583333333333336,41.4801331877728,52.13095238095238
2011-01-13 04:00:00,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.5,0.2537,4,3.0,2.0,2.0,1.0,12.0,42.0,48.458333333333336,41.61832703182031,51.892857142857146
2011-01-13 05:00:00,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.5,0.2985,3,4.0,3.0,2.0,5.0,3.0,19.0,48.583333333333336,41.47384368665311,51.666666666666664
2011-01-13 06:00:00,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.54,0.1343,28,3.0,4.0,3.0,16.0,3.0,11.0,48.5,41.56712748021602,51.57142857142857
2011-01-13 07:00:00,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.54,0.1343,72,28.0,3.0,4.0,54.0,6.0,4.0,49.0,41.23000173997412,51.67261904761905
2011-01-13 08:00:00,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.5,0.194,202,72.0,28.0,3.0,128.0,27.0,2.0,49.75,41.48781906095801,52.07738095238095
2011-01-13 09:00:00,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.5,0.3284,139,202.0,72.0,28.0,81.0,99.0,1.0,52.833333333333336,49.52703843590783,53.267857142857146
2011-01-13 10:00:00,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.5,0.3582,38,139.0,202.0,72.0,39.0,217.0,4.0,55.25,52.29868233438632,54.089285714285715
2011-01-13 11:00:00,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.44,0.4478,37,38.0,139.0,202.0,35.0,130.0,36.0,55.208333333333336,52.31258819880717,54.291666666666664
2011-01-13 12:00:00,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.44,0.4179,52,37.0,38.0,139.0,55.0,54.0,95.0,55.291666666666664,52.280580122747516,54.29761904761905
2011-01-13 13:00:00,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.41,0.4478,83,52.0,37.0,38.0,49.0,35.0,219.0,55.166666666666664,52.28489404146808,54.041666666666664
2011-01-13 14:00:00,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.41,0.3881,42,83.0,52.0,37.0,44.0,57.0,122.0,56.583333333333336,52.57038070564298,53.232142857142854
2011-01-13 15:00:00,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.38,0.2985,60,42.0,83.0,52.0,49.0,52.0,45.0,56.5,52.592775169218896,52.75595238095238
2011-01-13 16:00:00,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.38,0.3582,78,60.0,42.0,83.0,68.0,63.0,59.0,56.958333333333336,52.57249997501732,52.845238095238095
2011-01-13 17:00:00,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.4,0.2836,162,78.0,60.0,42.0,139.0,47.0,84.0,57.375,52.70328139276743,52.958333333333336
2011-01-13 18:00:00,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.4,0.3284,144,162.0,78.0,60.0,137.0,76.0,67.0,58.333333333333336,54.4327799789051,53.42261904761905
2011-01-13 19:00:00,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.47,0.2537,99,144.0,162.0,78.0,83.0,136.0,70.0,58.625,54.88946402425126,53.88095238095238
2011-01-13 20:00:00,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.47,0.2239,64,99.0,144.0,162.0,56.0,95.0,62.0,59.291666666666664,55.29405909331038,54.05357142857143
2011-01-13 21:00:00,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.46,0.2985,40,64.0,99.0,144.0,57.0,51.0,86.0,59.625,55.29746633082481,54.06547619047619
2011-01-13 22:00:00,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.46,0.3284,30,40.0,64.0,99.0,33.0,32.0,172.0,58.916666666666664,55.441247136567725,53.791666666666664
2011-01-13 23:00:00,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.5,0.194,15,30.0,40.0,64.0,20.0,20.0,163.0,58.791666666666664,55.50556506894778,52.94642857142857
2011-01-14 00:00:00,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.5,0.194,14,15.0,30.0,40.0,7.0,29.0,112.0,58.583333333333336,55.66664497092356,52.06547619047619
2011-01-14 01:00:00,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.54,0.1642,5,14.0,15.0,30.0,2.0,19.0,69.0,58.875,55.40233278717493,51.482142857142854
2011-01-14 02:00:00,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.54,0.1343,1,5.0,14.0,15.0,2.0,7.0,48.0,59.0,55.27166110891854,51.101190476190474
2011-01-14 03:00:00,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.54,0.1045,1,1.0,5.0,14.0,3.0,6.0,52.0,58.958333333333336,55.316857377701204,50.82142857142857
2011-01-14 05:00:00,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.54,0.0896,8,1.0,1.0,5.0,4.0,1.0,23.0,58.875,55.40625651376904,50.517857142857146
2011-01-14 06:00:00,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.54,0.0,17,8.0,1.0,1.0,3.0,5.0,17.0,59.041666666666664,55.23977707245478,50.42857142857143
2011-01-14 07:00:00,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.74,0.1642,70,17.0,8.0,1.0,28.0,16.0,7.0,59.625,54.69346396051367,50.42857142857143
2011-01-14 08:00:00,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.68,0.0,158,70.0,17.0,8.0,72.0,54.0,1.0,61.375,54.30814855986169,50.80357142857143
