actual,prediction
869,723.1039898544909
813,740.4548127700766
602,510.71476255787746
478,362.46415119452536
313,270.33051397593806
228,213.66086622432772
177,125.74467075374214
77,66.4772666105936
29,30.911642310566027
19,12.407711298990455
8,7.520110803631283
10,6.016392620613593
29,31.155433820025213
139,142.5345482532533
428,433.8042383024924
700,694.1130417445478
382,302.9034782849871
249,196.21875924931172
264,253.84989515297607
369,313.4550252797759
416,322.4784234391601
373,300.84263154506976
397,333.213698814014
523,448.9135470911748
793,759.8104303685944
723,789.6682084559909
555,631.7124863687471
408,452.4630418263721
339,345.27330023867324
291,250.1870614141092
215,153.92621711263806
206,116.13022740109335
123,82.11087772621067
89,56.69124314409806
40,28.346293571881265
8,14.158687470256442
19,12.924713083734785
80,42.87654097247352
87,97.35192717269254
244,205.47333250192835
340,330.0930377520308
466,389.44716921659153
569,544.0662160696743
531,618.5997313793832
585,601.0975825081839
593,592.0079719471621
555,622.002320122772
534,611.2430760142154
495,619.7504686553746
451,624.5618190477047
360,513.5737820139427
363,374.8739690125556
316,289.004327509443
214,242.12374925829383
230,183.56417173255105
158,254.8798581706811
116,279.9629854785956
73,354.5115978952278
29,400.9905424569847
10,10.733226802358496
13,15.444509713508014
30,37.28715591236575
62,77.58101462113429
181,189.3949002408138
266,305.3350523616982
413,400.2235601887777
499,468.02362327616845
502,618.6688653443441
492,636.5922597027528
500,580.6615059432099
475,587.8703194639805
508,587.8202472476596
521,565.6014114838639
490,474.1908095788477
375,391.1812771611438
363,283.68711232023844
253,241.49695699406354
159,218.6690840248923
110,201.1567574291209
41,137.03730733277797
24,75.6769539730538
17,35.593946272548244
6,16.300220618166005
7,5.698277840894732
37,28.706893233561523
144,119.14864804869025
503,376.78814940620805
651,552.8655355936833
316,327.65253783948793
147,286.9673784700502
202,333.09553780855
261,440.54120620474856
248,441.74685986250444
259,476.62741093970044
259,438.0234689243369
427,554.7267384942417
800,705.8512458130282
831,610.7686227236264
596,464.44279068697773
394,342.697930940686
250,272.176866757004
164,188.3505343817286
80,105.01305940862377
28,42.09257849906896
16,20.92268240062922
6,8.640290017102846
12,6.592422019976853
4,8.806948840988287
29,38.716480148919224
136,135.18483605945664
303,434.30257771110286
613,668.3364492250448
285,324.45188575016476
125,155.65515781283113
65,201.44437683561065
95,244.54434788626142
59,227.6498876777918
60,207.2135163473908
116,222.5583667873133
239,330.6175814764033
681,658.4899902903684
653,678.9034712037103
491,510.87017684519844
386,395.3694563150028
274,301.96893595950615
207,212.48611051818145
89,117.55681811471827
34,54.443658982815116
28,28.37230647324979
4,10.971352084249784
8,8.886644793372852
10,6.129273968350841
40,36.612332995855866
194,143.7644539461284
505,414.4961648224114
713,678.0307946317263
352,318.02998496821994
198,177.24433810468912
246,212.2976101579332
334,244.08340448489213
255,243.74964892622253
320,241.8722834229115
281,267.7216005612563
392,363.7349925707409
857,731.5692523462448
744,770.5727238045971
671,504.6205852640282
448,335.9765392367428
396,271.3407941496189
238,196.06269957828158
153,111.48259670358631
48,50.195226611451695
21,25.55608480026683
9,10.053945433202543
5,7.453074177893464
6,5.066652426822272
40,27.011568041883752
181,134.65733240777635
506,407.63434540984895
719,656.601908481953
357,341.11993998011
179,187.568426600338
228,226.63487013911268
265,282.6572535904393
284,282.44642571574184
298,238.64746973928536
324,290.89472492101976
438,414.9354100238947
867,721.2834874235069
823,729.9937184787248
579,522.8384198811261
435,391.1300007101673
337,331.2188796133396
242,239.89850309409636
172,144.583167486037
94,79.18681614937148
51,36.93079266973456
15,17.493193965567954
5,8.052282018266387
14,5.181657531013048
33,29.610816784470597
151,139.6595605686104
430,423.517470805825
653,729.086045619428
366,424.54165554164183
216,244.6676756954454
286,264.40986298018436
403,341.5227480896966
393,358.45806419539014
376,354.9009816581017
377,422.1594257564561
558,556.9593588886902
823,767.7489177263521
693,700.7571511720408
467,502.0889428683519
385,340.03816386964075
333,251.1626194876274
321,231.99506335646848
222,170.21371775849113
137,161.0275756373135
95,116.51652145067051
67,83.29283769640782
27,44.2863086977104
8,9.304274538540836
23,14.841454826924172
47,49.48624417387253
78,105.99422979439116
204,285.48642669905024
367,392.7533894553941
435,378.5882746847732
566,510.1809675253652
603,556.7123587251755
617,557.919638763031
573,553.1110345688131
583,563.6395769058611
542,562.3113711251888
593,628.1191044373551
571,591.8960792016757
461,475.4220811652525
352,307.4941464540619
290,230.08275486640937
280,216.2538058609846
183,187.95890346066096
148,143.13318824993502
88,119.6784417832084
74,93.85696171035717
28,53.21644136458242
18,7.74731538224913
17,12.700050338714004
23,36.32452797761084
48,85.32164573139728
119,209.49054662161322
274,334.2565600665163
436,409.7494783160653
546,438.5159856728774
615,483.8576784909998
614,487.7041487127443
582,464.54003054248057
463,486.0197775345509
580,459.1216418092785
593,498.60546257580694
513,425.1238578524521
390,350.1576295078504
302,286.10435249909614
246,220.6781119731614
153,196.63782062863234
108,160.09011685418264
40,103.82174898250753
14,46.13984080859603
9,26.762859601859883
4,12.12538319072635
9,8.266068304774462
23,30.15316106380205
37,117.84533239819868
145,370.37208347081315
474,590.1146067784817
250,328.6795044529955
91,271.9803031196675
121,272.401022508948
168,308.50124673958476
225,443.6445836029469
219,496.3969916480707
237,449.85444613996367
332,530.7563225257827
723,616.5439849285569
642,553.8713205794585
463,421.82750259307824
362,318.21685110582507
273,218.21561091045845
164,152.8326961635166
74,92.66563978416883
35,38.880261584382865
14,16.698380502735606
15,7.947686379370554
8,7.201509904159875
10,5.972680177924392
37,25.252137952412426
161,112.11415305875143
480,341.4310121533215
673,593.2465198007558
328,303.0820193926912
180,152.85999926491087
230,165.7441325226974
292,200.65947447075254
272,186.60494554447604
227,161.36764142597758
259,174.0093943207399
334,283.27749038127473
811,467.72011219954646
795,601.3424175536239
514,460.72592377798145
458,312.30566560367214
276,227.0533103897334
291,159.43434748748305
125,88.88524266010107
53,46.029593877453145
27,22.891003665937617
6,10.459394232476907
8,7.728355581800444
7,6.267403793455838
39,37.38171675658529
165,140.92524847689785
464,436.2952954414798
643,715.3467075111973
316,323.3762496982623
167,176.6629011141563
188,220.8196170734243
180,275.23886643741565
211,265.2685962188257
190,254.18106159461297
179,289.2485572144243
335,369.0485951291832
691,797.9031408908583
672,819.4500646395461
539,539.124458057392
407,414.4777996387296
344,330.80498139257725
257,240.66172069584164
123,135.20182595647825
69,67.99458543434113
18,31.128897651587437
18,10.293409886198713
11,6.801259053381557
12,3.232152977618956
40,24.538763751945392
150,118.02037086846465
463,398.8944397343089
590,702.909609592477
256,352.65804987044646
150,189.6656978832113
161,222.18637851600724
215,253.49402528485317
172,250.30855785785707
176,243.92542382982907
194,284.9410687646559
320,357.9729065893072
615,746.0347295603939
640,786.3723530298615
499,532.9117343770279
436,406.62058696523604
311,315.4888430703723
243,253.4061699114928
146,141.0437276716224
93,80.2021443351715
31,36.30177294983678
12,12.260558777528779
7,3.313767631247164
10,1.7213280152145216
38,20.838819989888073
122,113.2679482352016
359,376.84254067399183
613,670.3229737026036
333,358.14549950275375
185,204.1084286752051
236,221.72540050528886
254,251.03609343159243
300,268.14713804737124
263,284.45043196607554
284,321.14395395503203
380,421.5996670023793
646,735.1354670082806
505,729.3300339619371
362,543.8392386161429
202,417.2792463096641
217,311.7412915003666
197,245.37353252462816
174,157.1922632203112
116,102.56450687587875
123,71.66361053805464
93,50.98769607742172
42,20.189045778202768
19,20.485413141000375
12,18.44521647396264
47,57.52865779135471
78,100.09446099410785
167,272.6893644780348
332,371.73415833586085
494,371.8069251135565
516,442.00803756504166
602,465.9510337440128
564,498.2106773678292
609,485.04756480670125
483,490.1517292062524
513,507.00369984561326
530,482.72589893864506
481,479.3983622071568
425,369.8019384216362
386,284.4135059370489
322,213.50409835649825
279,199.04369704831734
225,164.9167863436233
163,113.16829978533251
127,106.32128061680828
114,85.51184174393862
60,61.87953285389944
13,28.853174483392685
8,13.446222100928923
25,28.090115890428212
71,53.23116172277642
141,126.14891789397396
232,235.3402614064607
452,402.9578610849725
506,512.5835683334464
556,584.6113516623616
585,577.2339223460547
551,557.3561898308449
487,517.5733138524236
461,527.7267236448339
532,526.6444669954103
534,474.51417120055106
423,390.2183655851897
332,306.69281465179176
253,247.73507044079022
178,221.04616715650022
87,192.10595192360188
68,142.41642090094507
31,75.45889415298053
14,35.05381048360583
5,14.931556500333391
4,5.919686970985114
43,26.030714044395413
158,113.25529865187532
485,343.68498496907165
608,501.52242407751896
268,245.87683191623586
184,271.8436668444425
181,284.99093410988047
270,318.9318993549309
260,460.21179766126306
251,498.7275475540698
233,476.2740570697354
414,486.4060858484651
833,683.8486087060941
791,602.0286518159372
582,451.11899527537594
475,323.75609914204045
331,243.46638860952459
187,160.2210872340328
103,91.7730327100885
37,38.990883497999405
30,14.93918898302792
9,8.474412257767794
9,6.031179506392474
10,6.752695337414404
39,33.41793461861535
188,134.76909446802108
552,429.648188373941
656,706.8045797778645
328,339.56465616359804
190,183.05446979621541
235,217.64321928203907
308,284.05539062989186
306,282.92638921731003
267,225.19531194762226
317,238.27566281810337
416,377.13315955832974
900,762.6557876996255
824,779.9095081945711
612,539.968500922931
505,411.6729029273762
328,291.5980241647847
245,202.1481908519465
131,114.79280813784521
54,52.36486954044665
23,25.60146115556594
14,11.36251983836117
8,8.72289318111042
11,6.018024295840852
36,30.046647011699097
200,141.55203224391113
527,423.9858825887796
687,703.6307829769395
282,302.94713561483616
172,185.36988854777238
209,226.7407952212168
322,273.70133821638336
321,274.86966323161175
270,251.8991626175579
249,279.25712496228414
392,418.9420995334221
843,756.171903028539
804,786.3620293316036
643,593.5779535373385
445,490.7966264602979
367,339.0284402832885
297,261.1121176307386
159,160.2192010511754
54,89.91513621363185
25,43.37337914085248
13,20.303600649203002
7,6.593237163804546
11,5.217821337003916
47,29.384952020078256
193,132.5293811113234
508,425.40297964695594
617,656.6374528747991
351,293.16595678427865
184,169.11065588488907
211,223.02245346567318
276,275.68242776291453
236,269.1491961452814
254,257.29718860771334
219,273.4204592239213
387,406.2756312772986
705,770.7501406418272
697,792.0959376603147
571,586.457262866139
470,419.8975855860163
398,327.3608885029044
274,256.17410743756307
171,148.19419238185958
114,78.72235425727828
42,36.08999547510825
18,16.422256141540373
8,7.279919511084787
10,5.1648351922730384
45,27.731487260615854
163,127.74015885922208
380,398.77594991405033
624,687.8970609037834
300,369.0876068353528
171,207.20722971463843
188,248.848448559085
226,300.8237811135477
239,288.4709005976201
233,254.55501965126157
230,287.39235741489426
351,420.431074714216
539,744.984022822634
464,752.4160423169767
363,599.3926310906048
308,460.73915814756543
236,371.39486756213483
163,279.4895626723028
48,188.40304387383435
69,123.91063692555834
58,92.82144070349347
61,62.37267825843434
23,29.477371691282364
18,11.500935456023226
10,17.55822538901434
42,57.37294321555673
92,110.02272097579792
194,274.092763770356
275,331.5547265234056
404,301.01165136993507
452,330.6910147188602
471,372.9507539299833
428,433.852692455056
409,453.9747764170355
404,457.43816781284795
373,491.40990803513785
362,516.05634497274
339,438.95035707096366
374,346.11034048302963
292,260.5753373217181
213,214.38968095636966
172,188.07622218578925
152,145.25135570061556
149,115.53653599492044
93,94.01059208284903
90,77.00703834616158
33,47.720794983992
4,14.04643496859761
10,13.871923381776826
27,29.966278664111275
50,66.35142481230898
142,172.81435376847796
219,279.532507086208
366,362.465324900478
377,386.21346990272406
433,500.4723376656807
420,503.7717065376151
444,501.4857619634154
345,424.11799893082673
313,442.4679955577311
413,484.9996828445375
370,454.03313218986733
382,339.4628439855206
332,272.56543401941366
258,223.35282523845723
151,194.81703590370844
110,164.3774586537603
43,108.27569877752377
17,57.19290785713671
15,31.056411797056224
5,9.815069416313072
12,-0.48011095648959246
40,18.10746943581967
136,92.43350350465018
398,276.1093353814328
568,510.2556594391397
295,256.9196441477654
174,243.03887288665425
201,286.8282581840581
257,326.59805510692945
236,321.75396188199875
230,329.51030070000945
234,336.52618990751546
365,401.0022841854851
747,675.9336845436724
730,686.9101364462476
581,469.95434843809545
395,331.3158198499409
258,234.82280685706567
188,156.39653104297014
102,75.84952478154166
53,26.479799978378807
14,6.008147604832588
10,1.2976933706487332
2,-0.9625728402229975
6,5.0482093857644195
35,29.69723800723558
154,133.92280976136928
483,421.97621811002705
646,654.8078809085824
272,319.4641494801797
209,169.5076100218467
217,227.6024373041763
272,270.6772322438746
283,261.89288882386114
310,244.44373303933605
401,264.42613106761416
527,401.48815835968895
722,785.8673237450405
627,802.8623655522201
497,540.9407391559909
376,395.30952033880567
196,290.06732578513163
177,210.2181119118459
171,119.6337270088507
159,63.73896539887894
123,29.00951331787076
93,9.979205999839069
32,6.239023331483804
16,9.621934962846924
19,26.02294604541139
32,102.51853586139933
72,365.74221887480894
153,682.5762244858557
293,333.55837314145657
447,184.72322449910286
485,222.13367107902513
494,273.2390056323672
499,285.5238554455501
547,253.2148676067965
454,317.08784062800027
389,499.75913149196106
414,782.2588231062829
430,706.5993568560943
432,485.1699138513757
551,358.1434724675827
584,280.9964807368581
502,199.58479719217002
183,131.64618470835146
88,110.4869239568319
30,65.89423972213753
18,37.05009938092704
7,15.749851343092221
7,5.142222119219937
29,26.90779669992578
133,115.66874071304433
343,362.2967870905984
550,569.0191712070255
293,293.8448156245912
186,315.8401850459822
244,375.08496578294705
276,443.54290230772057
310,492.18587253981667
241,529.1989029017533
254,498.727820347872
433,498.0043301298607
689,686.6703443503711
607,604.9160222242631
503,449.1627309958574
321,432.5094991341418
323,477.3427010809699
225,414.87830230474304
131,256.86704917576907
102,205.73623227125046
29,131.47595682872532
17,52.598554931606365
7,28.072563173424037
6,2.919475497696828
35,23.348015582754858
131,115.0760787119002
353,375.1973825938041
585,624.4182422453733
304,316.21872270132303
210,168.87320690513224
233,212.68822716412012
331,264.6073302856098
293,273.3148549473142
275,262.35239249293966
285,261.3804516569771
369,347.99246609028035
576,593.4042461638052
560,576.8754388433767
418,469.5844455424386
336,345.1911844057002
300,271.38402515123533
288,205.08451353948828
164,127.5803030790786
150,102.2392846576577
71,73.77308775384755
58,52.1504791068107
31,22.568381277220812
16,8.919801641272835
14,14.004698358662246
31,36.87154248537424
71,83.79213602886175
152,219.28690390506242
256,321.48209405205137
325,384.20876094865895
367,433.9567770220962
342,468.37240502979836
360,467.2333921154025
308,470.4542424887062
306,469.474606346118
294,465.09895524552473
279,502.2286858583253
277,475.12925640691145
287,376.61472932066624
276,294.6298066529937
201,236.36571978608453
220,205.70873527567218
148,158.9751535817487
147,120.70942857011259
124,91.98418076340246
70,69.77134080580322
35,39.96969353316693
13,14.728162865981645
6,10.271291792222032
21,18.468588630872038
52,42.82014290992372
130,104.7741032612092
242,191.44531970804158
319,283.31512197238004
389,386.65745125941913
376,445.7930028305086
337,429.979872487639
312,434.71738274212674
298,451.4597321582772
291,466.58747189459973
270,488.66110811742146
253,481.9771154509757
250,399.1661282929747
285,324.5908267086379
207,282.54541032094517
122,237.39524381275328
123,184.18697466217904
39,104.73282529227151
18,67.1182686577242
5,29.71006271646721
5,6.495996252670708
2,6.811991895125755
28,21.117958014725414
92,87.08728491841092
230,228.1889796244426
455,387.04163641295065
363,238.14417379520012
175,118.03451957910247
216,125.24555424255931
266,156.64726648421595
255,141.30412505945932
242,136.12344235636465
280,128.84262520928556
413,209.71735501600267
849,399.03435481396764
872,439.05195546403746
631,319.2914886780385
447,205.3911676481924
331,150.71004237212142
224,98.23199457197092
131,63.22372784485625
69,27.260379903914746
15,10.787093129392215
16,6.549991093848447
3,5.009855938684923
4,4.943604864740536
42,29.685232667457836
187,128.18977069329028
520,400.3986868424187
649,619.8999667396525
331,367.01737234000575
190,209.26372467710664
249,239.6554642742813
272,283.5216630937578
280,280.33410707488923
242,272.945025379237
265,349.27711326548837
435,540.9773680688604
872,777.6074271675743
819,669.8758402277784
414,541.8653964548919
84,422.2916610783155
90,304.5174257254069
139,205.78186688764683
103,116.81032176563112
44,79.09486794143794
14,35.69534794100289
5,17.101812593859695
5,10.067795726936753
7,5.881815546759584
41,35.65020068375457
185,135.87884610672558
497,414.85968539002556
674,633.5510414117712
328,300.09149748226343
195,220.43971547741612
229,238.38952299878812
292,290.82484303905443
273,314.903779992544
241,364.1576472962396
276,410.75157752219957
411,456.17928886354434
830,679.2107160535153
814,694.794137344003
633,447.846274605325
483,346.1874034046673
391,294.4371607662615
244,193.78850166001612
152,125.59844087794683
56,57.847270770997056
21,28.265688949820422
9,11.256823033158478
10,6.522983791199949
5,5.708269506501536
44,29.19253479446283
178,120.89338890767725
512,408.10283187133683
702,647.6637895252485
327,307.78443293150417
214,182.82724593487762
215,234.18423674362276
292,310.1298199073335
277,329.2521402163093
209,292.3718300375473
271,320.37131927081145
439,415.12340069475346
795,735.9264171400555
825,746.5795221963541
629,570.1288078051698
514,426.0763626360226
373,340.0511994877153
318,250.685593504591
211,139.15904074090022
95,81.93126080682326
59,38.97443879177154
17,14.224544056424536
9,6.326870153104108
11,3.1308367443216847
34,23.779772370690445
127,120.24460599912834
380,392.1747511817359
713,604.0735325507706
414,306.1137132963033
268,188.9698443019147
288,247.7216963160412
379,315.6969451547849
374,339.254750831837
369,343.64035943088925
353,358.7689967059761
492,460.25866248822723
835,630.4816696939628
631,596.1365174836372
488,499.65952450110484
389,431.5775922948728
299,345.0238158877661
263,259.54927438185763
212,167.80272589424547
191,116.981861103094
118,88.90135948478016
101,63.113226834221926
40,31.248870040910525
9,11.38626188705835
5,8.639653368153718
35,29.80682018888134
48,75.00982904819203
151,158.77869570561353
282,289.3085880301956
401,366.55679538885346
439,436.0838100745371
499,458.5494912217332
591,455.72361032063947
632,481.2524101687694
560,495.3267911471745
566,477.0009383898212
458,598.2448521911197
351,567.341071347637
431,462.25453557850216
356,366.0640516771592
269,259.7187282304237
225,229.5513985904095
211,173.35504789962403
187,143.78597626660155
168,119.93165488099488
115,99.21945526671155
57,68.90729481613492
19,28.362245750590297
9,14.99574335130481
15,36.14099340391162
47,57.88022089349722
133,143.3598543486811
221,258.924126786822
382,363.5252535716907
451,387.9291107866269
489,428.2279831079819
480,435.4152186652171
476,435.4820261685808
489,443.88614323809117
495,450.29046208240106
436,415.0199671198773
312,415.3851239856121
312,330.7843107840234
294,237.43480688288375
223,200.18710117495914
130,196.56042552956137
91,172.0072727281344
43,132.06001714982318
11,99.00139202332802
15,54.5686918329841
6,28.94637277773865
12,5.916344277394573
50,25.35281619713043
140,113.52942747678449
483,348.62827933004473
667,478.26861172938095
348,283.3988226738046
186,222.4013927321001
182,237.77897700074152
237,278.73353939486486
239,293.0369428110637
212,293.754473496299
237,301.3339727291636
386,392.2969388561574
755,727.5609559918107
794,666.9060459463071
595,455.2390323683236
454,333.3551955692165
328,235.91240520011155
284,162.83401056635932
166,97.16148845743663
53,39.336990646871904
25,11.81186603360679
7,7.782378951366908
3,4.45537409502289
7,3.390664406334814
38,28.99938265598307
213,129.32087763423291
526,417.01703163192326
661,681.9044623423455
320,375.89378823464085
159,199.38341738387493
206,222.25317514779803
254,254.56157976069878
221,240.87855095209108
214,232.13083524178683
244,254.76870322293266
381,393.5711589637492
770,766.9120557405822
772,790.6326829605357
547,598.7612165330953
427,468.7307976099414
333,356.30282016108015
244,251.20445639974577
161,133.9506037190835
53,64.21167221237718
16,26.588260936247302
8,7.01947901497915
4,3.273057494027252
6,3.8720269035958834
46,29.63946595545055
162,133.10679912736495
495,406.94791974055374
679,686.7697041920114
297,320.41611967198315
138,174.72362228200723
183,227.21735948983576
202,273.08796130398974
203,273.81351758701624
170,245.61106316846383
194,273.4582599823326
224,403.1480968799191
370,780.8849148643263
643,807.2295929154262
516,539.006451057835
366,391.6032690278073
319,309.9602953441529
288,248.1096730477377
131,142.61662215656605
66,80.8481995768151
25,36.38742358803816
7,13.025680991729272
5,5.008102214907161
8,2.782713435072251
40,28.445414377593803
152,127.20759082116723
473,406.59015382810213
657,673.47546759261
318,326.6856854337963
198,174.15311455247166
216,221.80323319833352
274,266.0561985643651
254,265.223164332549
197,247.2963321754477
292,247.35847361105104
358,340.10965202491417
771,632.1790195574557
777,700.0392304548913
533,517.7670852727825
505,414.11914920428796
332,306.0219325446523
68,241.48319011579343
65,144.6638972347307
34,80.00959465577883
11,36.31586329385966
19,11.977348302305103
36,4.104852939012055
9,34.47359470731664
42,47.14898795462388
126,110.55599959757228
360,319.99095845351314
691,574.1363828442516
373,328.3641931546628
233,166.2416031248802
212,221.95098645618617
274,268.3090814000755
156,305.31790387955544
229,318.7289873299652
216,328.0846366188876
436,323.1404261794346
715,578.3754778878416
622,611.7451038514341
402,462.504065954641
251,406.02671431188236
122,301.15835165965586
135,218.70157716628486
166,157.61060919889607
103,131.65771916783834
72,89.41568556504566
60,64.18355864680355
25,34.15949235664297
16,8.129098175257297
17,10.971090578840135
15,18.391825231623923
37,45.576343346742206
112,97.59536958327946
207,152.92051062997797
268,177.26180948324298
305,176.90139466402118
457,184.168655681583
354,178.5567105488097
343,195.70832050799962
380,212.43954471306142
326,221.48655592227541
241,174.11826035166135
177,128.49259939038978
238,136.43132290086464
214,122.35042183797961
163,84.65365591469595
180,66.90931647864151
149,58.03636102183256
113,41.28367300568184
130,28.338884771204537
122,18.84471350404313
43,10.39194343168945
16,22.76384497555823
6,12.930533465994063
19,27.55166243315646
38,47.355058308128015
153,131.65807357316737
258,206.00789022047613
379,282.6390117691597
505,346.3908461614974
504,330.47030947555237
626,327.2065635613996
616,321.5571875844083
624,300.3799468806472
628,292.9404670793978
556,297.78042418595317
515,275.42186979394603
522,224.60024751001916
378,197.73038639937656
345,171.40325160978625
191,153.51165440182743
123,120.36804851456276
47,62.86274100223443
27,38.06667529803667
17,25.28936111671448
2,11.83145864122352
8,6.732903830176678
51,25.103404077490175
157,119.06677239378187
421,364.7709969642721
738,502.9980065722542
345,272.49314594634853
200,227.03787399644585
198,217.49216807104509
314,233.9173755449498
240,247.3423380101971
271,256.72689793334314
281,283.1721728909061
457,343.47353215424357
847,643.4497160043511
741,677.4183000450622
582,479.23489731868835
403,309.7043869568917
296,221.39302534938886
209,177.71043472489777
114,115.15735289470709
64,43.30497420464119
17,18.501019014607703
16,6.670966444386912
6,3.8099595451403423
6,6.305993596690095
50,32.36832741535909
190,151.30626307244157
516,447.1987988095706
743,716.7106862348963
339,334.11460502193404
218,195.29487642288947
201,220.19489816506652
229,267.267739570452
273,249.5359827674595
244,234.45511949943045
285,268.3543264201079
455,366.89029858014317
869,778.3569590653318
877,799.6415991394609
632,547.2405019452871
523,437.3408363013301
378,316.051621215342
269,215.28004264299364
192,123.49908053480748
66,67.24263713634696
28,30.92479484743514
12,12.014346010126639
12,7.120704948855848
4,9.576959044658912
59,34.594776795211715
190,143.6746309917942
507,430.8549223916882
788,721.8528580589931
342,325.01420515231433
231,183.63380116134311
281,233.51469911027607
310,282.4300048983792
312,273.2410272661092
247,247.59692454183912
317,272.4569708313342
484,401.37456564285964
913,770.441290409021
891,796.8593321278294
698,606.2335153331007
567,510.9590472849401
397,365.6036801628511
278,292.1698046361669
239,188.37702915823263
92,109.43774502840003
29,47.70258491420814
21,23.911336554681604
8,10.985422689199636
4,8.243753409456156
42,32.1538926903653
181,141.62671261956461
495,433.2984950799947
729,713.538754167948
344,316.7307528459398
222,180.39837480785187
212,233.22670505353997
279,309.2337571097574
242,308.5922138900964
213,281.53357773463983
